id	higherClassification	bed	catalogNumber	modified	formation	genus	occurrenceRemarks	coordinatePrecision	sex	dateIdentified	taxonRank	maximumDepthInMeters	otherCatalogNumbers	subgenus	county	typeStatus	locality	stateProvince	recordNumber	identifiedBy	collectionCode	continent	lifeStage	preparations	phylum	kingdom	decimalLatitude	scientificNameAuthorship	decimalLongitude	group	type	family	maximumElevationInMeters	recordedBy	countryCode	country	references	waterBody	informationWithheld	minimumElevationInMeters	class	order	individualCount	language	nomenclaturalStatus	identificationRemarks	verbatimEventDate	fieldNotes	institutionCode	eventDate	member	basisOfRecord	scientificName	minimumDepthInMeters
ark:87286/B2/750929d2-def2-4761-8fe0-635f69dbfb80	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia cooleyi		000003841	2009-06-17 16:18:16.0		Justicia	Flowers purple.		Undetermined		Species					Nontype	Florida; Hernando County		5481		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Monachino & Leonard			PreservedSpecimen	Acanthaceae		George R. Cooley	US	UNITED STATES	http://www.morphbank.net/82056				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1957-11-20		PreservedSpecimen	Justicia cooleyi	
ark:87286/B2/e7b0f501-6bac-4329-b3c9-fcb31c44841a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia cooleyi		000003842	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Hernando County		7907		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Monachino & Leonard			PreservedSpecimen	Acanthaceae		S. W. Leonard	US	UNITED STATES	http://www.morphbank.net/82057				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1982-12-26		PreservedSpecimen	Justicia cooleyi	
ark:87286/B2/80f411a8-eaf1-48fa-87b6-4a823c208721	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia cooleyi		000003843	2009-06-17 16:18:16.0		Justicia	corolla deep reddish-purple, Munsell hue 10 3/9.		Undetermined		Species					Nontype	Florida; Hernando County		6904		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Monachino & Leonard			PreservedSpecimen	Acanthaceae		George R. Cooley, James D. Ray, Jr., R. J. Eaton	US	UNITED STATES	http://www.morphbank.net/82058				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1959-09-15		PreservedSpecimen	Justicia cooleyi	
ark:87286/B2/d15bb66c-5412-4a41-8c8a-386c08ce8efb	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia brandegeeana		000012294	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Hernando County; in orange [grove], 4.5 miles N of Brooksville.		57167		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Wasshausen & L.B. Sm.			PreservedSpecimen	Acanthaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/82059				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1958-07-12		PreservedSpecimen	Justicia brandegeeana	
ark:87286/B2/4850112e-8632-474c-afb9-3a845d6f903d	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia brandegeeana		000012295	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Dade County; flatwoods on limerock, N edge of Homestead.		63503		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Wasshausen & L.B. Sm.			PreservedSpecimen	Acanthaceae		Robert K. Godfrey, D. B. Ward, D. Burch	US	UNITED STATES	http://www.morphbank.net/82060				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1964-04-19		PreservedSpecimen	Justicia brandegeeana	
ark:87286/B2/d7dfdae8-8bd5-453d-adc1-4aca50fe80dd	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia americana		000012296	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Franklin County; Apalachicola River banks, 1-3 m. N of RR bridge, NW of Apalachicola River.		2764		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(L.) Vahl			PreservedSpecimen	Acanthaceae		Robert Kral, P. L. Redfearn, Jr.	US	UNITED STATES	http://www.morphbank.net/82061				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1956-06-29		PreservedSpecimen	Justicia americana	
ark:87286/B2/4c91c3bf-e99c-4de6-85a6-3622109aaab4	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia americana		000012297	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Jackson County; Three Rivers State Park. North side of camping area #1.		530		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(L.) Vahl			PreservedSpecimen	Acanthaceae		Gary R. Knight	US	UNITED STATES	http://www.morphbank.net/82062				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1982-05-22		PreservedSpecimen	Justicia americana	
ark:87286/B2/0e644e2c-855b-4a54-aefe-92b719611609	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia americana		000012298	2009-06-17 16:18:16.0		Justicia	in clones.		Undetermined		Species					Nontype	Florida; Leon County; near the shores of Lake Seminole, N or Sneads.		61391		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(L.) Vahl			PreservedSpecimen	Acanthaceae		Robert K. Godfrey, Richard D. Houk	US	UNITED STATES	http://www.morphbank.net/82063				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1961-08-16		PreservedSpecimen	Justicia americana	
ark:87286/B2/0202049d-19ea-41c0-91a2-d66c2522ffca	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia americana		000012299	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Jackson County; near shores of Lake Seminole, N of Sneads.		61968		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(L.) Vahl			PreservedSpecimen	Acanthaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/82064				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1962-05-19		PreservedSpecimen	Justicia americana	
ark:87286/B2/3b5a0b3f-5911-4ae9-a7e9-0a1eb1513258	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia americana		000012300	2009-06-17 16:18:16.0		Justicia	in clones.		Undetermined		Species					Nontype	Florida; Jackson County; near the shores of Lake Seminole, N of Sneads.		61391		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(L.) Vahl			PreservedSpecimen	Acanthaceae		Robert K. Godfrey, R. D. Houk	US	UNITED STATES	http://www.morphbank.net/82065				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1961-08-16		PreservedSpecimen	Justicia americana	
ark:87286/B2/82d154b3-142d-4b34-b120-f022a1f60f40	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012302	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Hillsborough County; ca. seven miles northwest of Tampa along Florida Rte. 589 north of Seaboard Airline RR; swampy ditch along the RR tracks.		11106A		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		James D. Ray, Jr., O. Lakela	US	UNITED STATES	http://www.morphbank.net/82067				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1962-07-15		PreservedSpecimen	Justicia angusta	
ark:87286/B2/dd370ed9-3346-4e3d-88f4-2ebedadbe764	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012303	2009-06-17 16:18:16.0		Justicia	stoloniferous plant; corolla rose-purple, lip with a central pinnate pattern of white.		Undetermined		Species					Nontype	Florida; Highlands County; one-half mile south of Old Venus.		6134		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		George R. Cooley, Carroll E. Wood, Jr., Kenneth A. Wilson, L. J. Brass	US	UNITED STATES	http://www.morphbank.net/82068				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1958-05-01		PreservedSpecimen	Justicia angusta	
ark:87286/B2/5fb42ff6-307f-4363-89d5-f59e21e736f3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012304	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Hernando County; shores of Lake McKethan, N of Brooksville.		60900		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert K. Godfrey, Grady W. Reinert	US	UNITED STATES	http://www.morphbank.net/82069				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1961-06-08		PreservedSpecimen	Justicia angusta	
ark:87286/B2/11aa2c8f-81ba-41d3-88eb-cb1021a1c079	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012305	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; St Johns County; 11 miles NE of St. Augustine along Fla. Rt. 16.		70212		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/82070				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1971-05-14		PreservedSpecimen	Justicia angusta	
ark:87286/B2/03b18b69-dba2-44b9-8d80-d533321bb0f7	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012306	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Charlotte County; margin of flatwoods pond. Caloosa Experimental Range, U. S. Forest and Range Station, southeastern Charlotte County.		223		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		W. P. Adams	US	UNITED STATES	http://www.morphbank.net/82071				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1956-06-23		PreservedSpecimen	Justicia angusta	
ark:87286/B2/bb5dd8ef-3065-404d-b856-b6914abd0571	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012307	2009-06-17 16:18:16.0		Justicia	petals purple or blue.		Undetermined		Species					Nontype	Florida; Marion County; 3 miles north of 315 and 40 (east of Ocala).		618		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		W. P. Adams	US	UNITED STATES	http://www.morphbank.net/82072				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1960-08-02		PreservedSpecimen	Justicia angusta	
ark:87286/B2/43980ca9-5b2f-4589-a90d-3e5ef1526fc7	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012308	2009-06-17 16:18:16.0		Justicia	corolla pinkish purple, base of lip yellowish with yellow spots.		Undetermined		Species					Nontype	Florida; Collier County; ca. 5 miles east of Naples on N.S. road; margin of cypress area.		9138		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		George R. Cooley, R. J. Eaton, O. Lakela	US	UNITED STATES	http://www.morphbank.net/82073				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1962-10-10		PreservedSpecimen	Justicia angusta	
ark:87286/B2/92fb4381-03e4-4b70-ac9c-515808ad99ea	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012309	2009-06-17 16:18:16.0		Justicia	corolla magenta, center of lower lip white; rhizomatous.		Undetermined		Species					Nontype	Florida; Polk County; along highway and roadside ditch bordering Long leaf pine - palmetto flatwood; in ditches.		8242		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		George R. Cooley, R. J. Eaton, Carroll E. Wood, Jr.	US	UNITED STATES	http://www.morphbank.net/82074				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1961-05-03		PreservedSpecimen	Justicia angusta	
ark:87286/B2/4d978efd-7d0f-4504-b908-5c3d78e6b271	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012310	2009-06-17 16:18:16.0		Justicia	corolla vivid lavender, lower three-lobed lip white centered with oblique purple lines, style white.		Undetermined		Species					Nontype	Florida; Dade County; 7.6 mi. w. of entrance gate along Fla (s. end of where fire trail meets Fla 27 on Long Pine Key) Everglades National Park.		648		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		R. R. Smith, T. Myint, F. C. Craighead	US	UNITED STATES	http://www.morphbank.net/82075				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1961-08-09		PreservedSpecimen	Justicia angusta	
ark:87286/B2/20f5fc4b-90a4-453e-867b-880e96ff5021	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012311	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Flagler County; just N of Potatoe Ville Road; ca. 5 miles SE of Yelvington Rd, ca. 10 miles SE of East Palatka, Fl & SR 17; Big Cypress Swamp drainage.		13,221		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Cecil R Slaughter	US	UNITED STATES	http://www.morphbank.net/82076				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	2002-08-07		PreservedSpecimen	Justicia angusta	
ark:87286/B2/7a7e8008-c2be-4205-a54f-69415928f92d	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012312	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Indian River County; E of main gate; Sand Lakes Conservation Area; 3 miles SE of Fellesmere, FL; 1.5 miles W of I95, & 4.5 miles E of SR 512.		13,366		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Cecil R Slaughter	US	UNITED STATES	http://www.morphbank.net/82077				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	2002-09-11		PreservedSpecimen	Justicia angusta	
ark:87286/B2/9a3ce043-0bef-4436-81df-cd2891efb743	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012313	2009-06-17 16:18:16.0		Justicia	flowers lavender with white mottled lower lip.		Undetermined		Species					Nontype	Florida; Brevard County; shores of Lake Poinsette.		5040		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert Kral, J. Sincock	US	UNITED STATES	http://www.morphbank.net/82078				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1957-06-25		PreservedSpecimen	Justicia angusta	
ark:87286/B2/4029823c-230c-43dd-b40f-1f5dddd95c58	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012314	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Collier County; wet ground near oil well just n.w. of Sunniland.		793		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Richard S. Mitchell	US	UNITED STATES	http://www.morphbank.net/82079				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1960-08-18		PreservedSpecimen	Justicia angusta	
ark:87286/B2/f9898aa5-b8fe-4e26-9793-c2f30cd2c087	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012315	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Collier County; Open glades country mi. south of Royal Palm Hammock on Hwy. 41.		621		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Richard S. Mitchell	US	UNITED STATES	http://www.morphbank.net/82080				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1960-08-15		PreservedSpecimen	Justicia angusta	
ark:87286/B2/cf43b54f-298e-45ff-b049-3304c6525fec	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012316	2009-06-17 16:18:16.0		Justicia	flowers purple two-lipped; proximal portion of lower lip (3-lobed) white with purple dots; distal portion of upper lip recurved; filaments white, anthers brown.		Undetermined		Species					Nontype	Florida; Alachua County; s. side of FL 346, ca. 1/4 mi. e. of River Styx bridge, ca. 3 mi. e. of Micanopy.		638		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Kent D. Perkins, Wendy Zomlefer	US	UNITED STATES	http://www.morphbank.net/82081				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1979-05-25		PreservedSpecimen	Justicia angusta	
ark:87286/B2/6b6dbf78-de5c-403a-875e-1bdd58a66b90	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012317	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Dade County; flatwoods on limerock, 3.4 miles N of Rock Reef Pass, Everglades National Park.		63423		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert K. Godfrey, D. B. Ward, D. Burch	US	UNITED STATES	http://www.morphbank.net/82082				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1964-04-18		PreservedSpecimen	Justicia angusta	
ark:87286/B2/b8c615cf-5abf-4a9b-bcf5-cd0a82794511	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012318	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Lee County; Flint Pen Swamp wetlands (site 2); just S of Corkscrew Rd, ca. 5 air mi E of I-75.		17,793		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82083				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1997-06-24		PreservedSpecimen	Justicia angusta	
ark:87286/B2/9b9d1060-ba34-4d10-ac03-408174f81473	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012427	2009-06-17 16:18:16.0		Justicia	corollas 13-15 mm long, dark bluish-purple with white patch in throat.		Undetermined		Species					Nontype	Florida; Franklin County; along streamlet near right bank of New River, 1.1 mi drive SW of New River (Gully Branch) bridge. Ca. 7 air mi NW of Carrabelle.		11359		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82084				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1988-05-26		PreservedSpecimen	Justicia angusta	
ark:87286/B2/f2ecf7ef-be3d-4ba2-a330-04833e3c2adb	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012428	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Wakulla County; 2 miles S. of Newport on St. Marks Wildlife Refuge road; in roadside bog.		s.n.		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		William Lindsey	US	UNITED STATES	http://www.morphbank.net/82085				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1958-05-10		PreservedSpecimen	Justicia angusta	
ark:87286/B2/54301665-48a5-42d9-b2b8-dfaabb46c81e	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012429	2009-06-17 16:18:16.0		Justicia	Flowers lavender.		Undetermined		Species					Nontype	Florida; Dixie County; on muck or in shallow standing water of ditch 5 m. SE of Hines.		3056		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert Kral, P. L. Redfearn	US	UNITED STATES	http://www.morphbank.net/82086				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1956-08-03		PreservedSpecimen	Justicia angusta	
ark:87286/B2/ff7d05e2-234b-40a2-bdf3-02701ff9df45	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012430	2009-06-17 16:18:16.0		Justicia	Flowers purple in color.		Undetermined		Species					Nontype	Florida; Dixie County; in deep shade on mucky soil; cypress-hardwood swamp about 6 miles north of Cross City near US 98.		2517		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		P. L. Redfearn, Jr.	US	UNITED STATES	http://www.morphbank.net/82087				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1956-06-26		PreservedSpecimen	Justicia angusta	
ark:87286/B2/32f3bce3-2880-4db7-a8a5-f4642645c941	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012431	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Lafayette County; margins of wet woodland, 1.5 miles S of Mayo.		71656		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/82088				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1972-07-29		PreservedSpecimen	Justicia angusta	
ark:87286/B2/4a7bc4a9-9415-4fe8-b778-1eedb6c5fe3f	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012432	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Lee County; Flint Pen Swamp wetlands (site 2); wetland depression; just S of Corkscrew Rd, ca. 5 air mi E of I-75.		17793		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82089				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1997-06-24		PreservedSpecimen	Justicia angusta	
ark:87286/B2/066f208c-b670-40d8-aa83-1c5d3ea89e05	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012433	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Wakulla County; drainage ditch in pine flatwoods, ca 3.5 miles E of Newport.		60732		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/82090				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1961-04-23		PreservedSpecimen	Justicia angusta	
ark:87286/B2/fc8941dc-b645-4930-8f4e-602ba3291d2c	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012434	2009-06-17 16:18:16.0		Justicia	narrow, appressed or reflexed leaves, few terrestrial plants in deep shade with broader, spreading leaves, corollas dark bluish-purple, 17-18 mm long; Tending toward J. ovata var lanceolata?		Undetermined		Species					Nontype	Florida; Leon County; in shallow water; edge of Lake Miccosukee at Reeves Landing (NE of Miccosukee town).		11386		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82091				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1988-06-02		PreservedSpecimen	Justicia angusta	
ark:87286/B2/a62eb592-8574-457d-b025-be2599cbd12a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012435	2009-06-17 16:18:16.0		Justicia	corollas dark bluish-purple with markings like those of J. crassifolia in throat; Corollas larger and darker than those of J. ovata var. lanceolate but possibly introgressed with that.		Undetermined		Species					Nontype	Florida; Franklin County; along banks of New River, ca. 9.5 air mi NW of Carrabelle.		11409		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82092				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1988-06-03		PreservedSpecimen	Justicia angusta	
ark:87286/B2/5e0cadbc-27f7-4264-ace9-f546c831af17	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012436	2009-06-17 16:18:16.0		Justicia	Corollas [bluish]-purple with white markings in throat (like J. crassifolia), 15-16 mm long; Leaves like J. ovata but flower color and size that of J. angusta (possibly intergrading in panhandle?).		Undetermined		Species					Nontype	Florida; Leon County; in mud in deep shade bordering Lake Miccosukee at Cypress Landing.		11380		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82093				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1988-06-02		PreservedSpecimen	Justicia angusta	
ark:87286/B2/13d32da1-4344-4c50-969e-f3050a7ef560	Plantae Tracheobionta Magnoliophyta Magnoliopsida Asteridae Scrophulariales Acanthaceae Justicia Justicia angusta		000012437	2009-06-17 16:18:16.0		Justicia			Undetermined		Species					Nontype	Florida; Wakulla County; in [wet] mud of shallow drainage ditch near road to St. Marks Refuge and lighthouse (rte 59), 0.9 mi S of hiway 98 and E of St. Marks River.		11916		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		(Chapman) Small			PreservedSpecimen	Acanthaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/82094				Magnoliopsida	Scrophulariales		en	accepted				Florida State University	1989-04-27		PreservedSpecimen	Justicia angusta	
